j0,j1,j2,j3,j4,j5,j6,j7,j8,j9,j10,j11,j12,j13,j14,j15,j16,j17,j18,j19,j20,j21,j22,j23,j24,j25,j26,j27,j28
-0.732,0.0,0.0,1.389,-0.5429999999999999,0.0,-0.732,0.0,0.0,1.389,-0.5429999999999999,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.2,-0.2,0.0,0.6,0.0,0.0,0.0
-0.732,0.0,0.0,1.389,-0.5429999999999999,0.0,-0.732,0.0,0.0,1.389,-0.5429999999999999,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.2,-0.2,0.0,0.6,0.0,0.0,0.0
-0.732,0.0,0.0,1.389,-0.5429999999999999,0.0,-0.732,0.0,0.0,1.389,-0.5429999999999999,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.2,-0.2,0.0,0.6,0.0,0.0,0.0
-0.72,0.0,0.0,1.3684285714285713,-0.5378571428571428,0.0,-0.72,0.0,0.0,1.3684285714285713,-0.5378571428571428,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.2,-0.2,0.0,0.6,0.0,0.0,0.0
-0.696,0.0,0.0,1.3272857142857142,-0.5275714285714286,0.0,-0.696,0.0,0.0,1.3272857142857142,-0.5275714285714286,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.2,-0.2,0.0,0.6,0.0,0.0,0.0
-0.672,0.0,0.0,1.2861428571428573,-0.5172857142857143,0.0,-0.672,0.0,0.0,1.2861428571428573,-0.5172857142857143,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.2,-0.2,0.0,0.6,0.0,0.0,0.0
-0.6480000000000001,0.0,0.0,1.245,-0.507,0.0,-0.6480000000000001,0.0,0.0,1.245,-0.507,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.2,-0.2,0.0,0.6,0.0,0.0,0.0
-0.624,0.0,0.0,1.2038571428571427,-0.49671428571428566,0.0,-0.624,0.0,0.0,1.2038571428571427,-0.49671428571428566,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.2,-0.2,0.0,0.6,0.0,0.0,0.0
-0.6,0.0,0.0,1.1627142857142858,-0.48642857142857143,0.0,-0.6,0.0,0.0,1.1627142857142858,-0.48642857142857143,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.2,-0.2,0.0,0.6,0.0,0.0,0.0
-0.5760000000000001,0.0,0.0,1.1215714285714287,-0.47614285714285715,0.0,-0.5760000000000001,0.0,0.0,1.1215714285714287,-0.47614285714285715,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.2,-0.2,0.0,0.6,0.0,0.0,0.0
-0.552,0.0,0.0,1.0804285714285715,-0.46585714285714286,0.0,-0.552,0.0,0.0,1.0804285714285715,-0.46585714285714286,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.2,-0.2,0.0,0.6,0.0,0.0,0.0
-0.528,0.0,0.0,1.0392857142857144,-0.45557142857142857,0.0,-0.528,0.0,0.0,1.0392857142857144,-0.45557142857142857,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.2,-0.2,0.0,0.6,0.0,0.0,0.0
-0.504,0.0,0.0,0.9981428571428572,-0.4452857142857143,0.0,-0.504,0.0,0.0,0.9981428571428572,-0.4452857142857143,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.2,-0.2,0.0,0.6,0.0,0.0,0.0
-0.48,0.0,0.0,0.9570000000000001,-0.435,0.0,-0.48,0.0,0.0,0.9570000000000001,-0.435,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.2,-0.2,0.0,0.6,0.0,0.0,0.0
-0.45599999999999996,0.0,0.0,0.9158571428571429,-0.4247142857142857,0.0,-0.45599999999999996,0.0,0.0,0.9158571428571429,-0.4247142857142857,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.2,-0.2,0.0,0.6,0.0,0.0,0.0
-0.432,0.0,0.0,0.8747142857142858,-0.4144285714285714,0.0,-0.432,0.0,0.0,0.8747142857142858,-0.4144285714285714,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.2,-0.2,0.0,0.6,0.0,0.0,0.0
-0.4079999999999999,0.0,0.0,0.8335714285714285,-0.4041428571428571,0.0,-0.4079999999999999,0.0,0.0,0.8335714285714285,-0.4041428571428571,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.2,-0.2,0.0,0.6,0.0,0.0,0.0
-0.38400000000000006,0.0,0.0,0.7924285714285716,-0.39385714285714285,0.0,-0.38400000000000006,0.0,0.0,0.7924285714285716,-0.39385714285714285,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.2,-0.2,0.0,0.6,0.0,0.0,0.0
-0.36000000000000004,0.0,0.0,0.7512857142857144,-0.38357142857142856,0.0,-0.36000000000000004,0.0,0.0,0.7512857142857144,-0.38357142857142856,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.2,-0.2,0.0,0.6,0.0,0.0,0.0
-0.336,0.0,0.0,0.7101428571428572,-0.3732857142857143,0.0,-0.336,0.0,0.0,0.7101428571428572,-0.3732857142857143,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.2,-0.2,0.0,0.6,0.0,0.0,0.0
-0.312,0.0,0.0,0.669,-0.363,0.0,-0.312,0.0,0.0,0.669,-0.363,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.2,-0.2,0.0,0.6,0.0,0.0,0.0
